Business_name,Username,Review Date,Visit Date,Review Title,Review Text,Rating
Brusco Meze Bar,Marta A,"November 6, 2017",November 2017,Five star location,"Excellent location at Eptapyrgio, hidden behind the Kastra walls. Food, however, is average - not bad, but nothing to remember. The place is very popular with locals for the weekend and has lively atmosphere, sometimes too noisy.",3.0
Brusco Meze Bar,"Marián M
Rajka, Hungary","November 5, 2017",November 2017,I hate myself 🥇,"I hate myself, because in beginning I want wrote bad comment, because I don't feel comfortable. But these restaurant knows how make 5 stars ✨.

Great food, really nice staff, good atmosphere. I think that this place is typical greece place.

They are great, if you want really fantastic food, Brusco Meze Bar is the right place! ♥️",5.0
Brusco Meze Bar,"VasilizM
Stavroupoli, Greece","September 3, 2017",September 2017,Another gem hidden within the walls,"This was our second visit to the area, after having tried another nearby place. I have to say i am totally satisfied for a number of reasons. First, the staff was overly friendly and helpful, finding us a table within few minutes and serving us in less than ten minutes. The food was excellent, most of the dishes we ordered were served with a matching dipping sauce, the wine was properly cool and as a bonus, we were also served complimentary liqueur shots and dessert at the end of our meal. Overall a very nice experience, definitely recommended!",5.0
Brusco Meze Bar,"Thomas M
Baltimore, Maryland","April 11, 2019",March 2019,Well worth a detour,"Exhausted from climbing the hill and walking the battlements, we stumbled upon this restaurant. Friendly staff with an English menu and wonderful food nicely prepared. This was probably our best dinner in Thessaloniki. There is a non-smoking section. I recommend following the waiter's suggestions: we did.",5.0
Brusco Meze Bar,jodo669,"March 20, 2019",March 2019,Good food and service,"Relaxed, has a non-smoking section and nice tables on the pavement or by large windows. Try the grilled mushrooms!",5.0
Brusco Meze Bar,"Kostaslon
London, United Kingdom","March 18, 2019",March 2019,Nice place,Nice place with good atmosphere and quick service in front of the castle wall. The food was not bad and the drinks were clean. I think it was just a bit overpriced for what we ordered . Anyway its a good choice if you are in the area.,4.0
Brusco Meze Bar,sereifej,"November 3, 2018",November 2018,Excellent atmosphere and great food.,"We were warmly welcomed by Constantinos. Gave great advice on what to order and made you feel at home! I even had two plates of the beef stew recommended by him! Everything was great, highly recommended!!! Stavros",5.0
Brusco Meze Bar,HilaryB416,"October 13, 2018",August 2018,Good for veggies - and everyone else,"We turned up quite late and unexpectedly, a group of adults and children, meat eaters and vegetarians, and we all enjoyed excellent meals, fresh, nutritious and very tasty.
The waiter was at pains to explain both the ingredients of each dish and, importantly, whether it was enough for one or for two. (His judgements were correct.)
The setting is great - by the old city walls - and there is space opposite for children to run around (and there's a small play park is just up the road).
If you get a chance, do go!",5.0
Brusco Meze Bar,Hayrick,"September 29, 2018",September 2018,Great find,"If you are in Ana Poli near the castle walls, head hear. Nothing spectacular but stylish, friendly and good mezzos a notch or 2 above the ordinary.",4.0
Brusco Meze Bar,giorgosg71,"September 28, 2018",September 2018,Value for money,Nice cheap modern greek cuisine. Not something exceptional but everything is above average and the prices are good. Definitely recommended,5.0
Brusco Meze Bar,"Fi_London2
London, United Kingdom","July 25, 2018",July 2018,Nice place with good sharing food,"I stopped mid afternoon, hot from walking up to Anopoli. The staff were friendly and the outside seating area really nice, looking out at the old city walls. I came on my own but I think it is best if you are not alone as the dishes work well for sharing and then you can try several things which will make for a nicer meal. The name of the restaurant probably gives this away.",5.0
Brusco Meze Bar,"Aja P
London, United Kingdom","July 17, 2018",July 2018,Relaxing joy,Tired of going up the hill in the summer heat we ended up in this lovely bar with spacious beer garden. The atmosphere is calm as well as the surrounding. No one in the hurry. We got some refreshing beers and so tasteful raki with a hint of honey. Lovely staff.,5.0
Brusco Meze Bar,Ioanna C,"June 9, 2018",June 2018,AVOID THE PLACE FOR BUSINESS LUNCH/DINNER,"This is not a good choice for a business lunch or dinner: totally unprofessional attitude, and huge problem with providing a proper invoice / payment procedure",2.0
Brusco Meze Bar,"Astlina
Almere, The Netherlands","June 2, 2018",May 2018,Great mezé and super friendly service,"By coincidence we came accross this place and had lunch and came back for dinner the next day. Nicely situated near the castle wall, quiet. They have a large choice of nice small dishes and we would have come back again if they would not have closed the weekend to get some painting work done. We were offered a free glass of limoncello for desert too, they made us feel really welcome. Good value for money!",4.0
Brusco Meze Bar,Kiriaki S,"January 3, 2018",November 2017,Nice place to go,"Very convenient location, the food is very tasty, and especially the french fries are bursting in flavour! The staff are very polite and are very helpful! And it's a place you have to visit.",4.0
Brusco Meze Bar,Marta A,"November 6, 2017",November 2017,Five star location,"Excellent location at Eptapyrgio, hidden behind the Kastra walls. Food, however, is average - not bad, but nothing to remember. The place is very popular with locals for the weekend and has lively atmosphere, sometimes too noisy.",3.0
Brusco Meze Bar,"Marián M
Rajka, Hungary","November 5, 2017",November 2017,I hate myself 🥇,"I hate myself, because in beginning I want wrote bad comment, because I don't feel comfortable. But these restaurant knows how make 5 stars ✨.

Great food, really nice staff, good atmosphere. I think that this place is typical greece place.

They are great, if you want really fantastic food, Brusco Meze Bar is the right place! ♥️",5.0
Brusco Meze Bar,"VasilizM
Stavroupoli, Greece","September 3, 2017",September 2017,Another gem hidden within the walls,"This was our second visit to the area, after having tried another nearby place. I have to say i am totally satisfied for a number of reasons. First, the staff was overly friendly and helpful, finding us a table within few minutes and serving us in less than ten minutes. The food was excellent, most of the dishes we ordered were served with a matching dipping sauce, the wine was properly cool and as a bonus, we were also served complimentary liqueur shots and dessert at the end of our meal. Overall a very nice experience, definitely recommended!",5.0
Brusco Meze Bar,LiamBrussels_Belgium,"August 8, 2017",August 2017,Serves simple but very good food in a very lively atmosphere.,"Recommended by Greek acquaintance, this place was clearly very popular with local people. It serves what, I believe, referred to as ""small plates"", that is what might be considered the equivalent of pub food.

The flood is good. There is a lonely terrace facing the impressive Byzantine walls. The service was friendly and efficient. Prices very reasonable. The surrounding area is very lively and fun to visit. Good place to get a feel for real life in Thessaloniki.",4.0
Brusco Meze Bar,Γιώργος Κ,"July 9, 2017",July 2017,"Unbelievable friendly, tasty appetizers and unique environment, inside and outside also.","First of all we met the exciting environment around the restaurant, opposite of the ancient walls of the city, in front of a green park and we felt as part of the anccient history of this town. After we faced the smiling faces of the friendly company where they are working there and they willing to serve you, we tasted the unusual and very tasty, local appetises - plates, cooked (as we found out) by the experienced chef's hands. The ouners also, became part of the big friently warm company and they realy wanted to serve you as better as they can. We left the restaurant, feeling full of positive feelings, paying very normal prices. Thank you all in Brusco.",5.0
